CONTROL,PER,REGION,METRO3,VALUE,ZINC2,ROOMS,ZADEQ,UTILITY,FMTZADEQ
'298791730133',3,'1','2',450000,213550,9,'1',306.5833333,1 Adequate
'283129740149',4,'4','2',700000,213500,9,'1',502,1 Adequate
'686944360143',2,'3','2',480000,213300,7,'1',304.8333333,1 Adequate
'733382380145',2,'4','1',290000,213200,5,'1',197.5,1 Adequate
'400684770142',4,'3','2',400000,213100,10,'1',329.25,1 Adequate
'448150800142',5,'2','2',550000,213000,8,'1',153.3333333,1 Adequate
'499713910140',2,'3','2',150000,212600,6,'1',386,1 Adequate
'499396940144',3,'1','3',300000,212502,5,'1',240.5,1 Adequate
'288883180141',4,'1','2',500000,212500,7,'1',277.3333333,1 Adequate
'606711140144',3,'4','1',700000,212500,5,'1',125,1 Adequate
'730775490142',6,'4','2',450000,212420,8,'1',637.3333333,1 Adequate
'400389330103',2,'3','1',225000,212020,6,'1',155,1 Adequate
'731941420143',3,'4','1',750000,212000,6,'1',437.1666667,1 Adequate
'730850440146',3,'4','1',2465647,211500,8,'1',564,1 Adequate
'300944430103',3,'3','2',580000,211100,10,'1',500.0833333,1 Adequate
'733970230143',2,'3','4',345000,211020,7,'1',265.5,1 Adequate
'298954630133',4,'1','1',600000,211000,7,'1',337,1 Adequate
'600383230204',2,'4','1',700000,211000,6,'1',182,1 Adequate
'738295360146',1,'4','1',1200000,211000,8,'1',944.1666667,1 Adequate
'486206110149',2,'1','2',450000,210400,7,'1',681.8333333,1 Adequate
'699593998285',2,'3','3',325000,210130,8,'1',370.5,1 Adequate
'602494310141',2,'2','3',200000,210060,5,'1',261.6666667,1 Adequate
'181238550140',4,'1','2',250000,210000,6,'1',119,1 Adequate
'191502230133',2,'2','3',145000,210000,6,'1',214.6666667,1 Adequate
'206129330143',4,'4','2',475000,210000,6,'1',369.3333333,1 Adequate
'300289130147',8,'4','1',2465647,210000,7,'1',482.1666667,1 Adequate
'300577330143',2,'2','2',250000,210000,9,'1',353.9166667,1 Adequate
'389206730133',2,'1','2',518000,210000,8,'1',448.3333333,1 Adequate
'730356860143',3,'3','3',300000,210000,8,'1',226,1 Adequate
'389683500144',4,'3','1',300000,210000,9,'1',271,1 Adequate
'566502430133',2,'2','2',350000,210000,9,'1',367.1666667,1 Adequate
'600261430103',4,'4','2',739000,210000,7,'1',488,1 Adequate
'600965130103',2,'1','2',185000,210000,5,'1',637,1 Adequate
'602583390143',2,'1','3',300000,210000,7,'1',275.75,1 Adequate
'200396130103',2,'3','4',475000,210000,9,'1',347.8333333,1 Adequate
'101243120146',3,'3','2',270000,210000,8,'1',348,1 Adequate
'730086410147',4,'3','2',650000,210000,10,'1',395.3333333,1 Adequate
'730941990146',8,'4','2',600000,210000,8,'1',803.1666667,1 Adequate
'730697070244',2,'3','4',375000,210000,10,'1',417.3333333,1 Adequate
'735890500147',2,'4','2',240000,210000,8,'1',237,1 Adequate
'285550790148',5,'1','2',220000,209999,7,'1',224,1 Adequate
'738548660145',3,'4','2',500000,209700,10,'1',561.5,1 Adequate
'101941130140',2,'4','2',390000,209500,6,'1',187,1 Adequate
'301790950144',4,'3','2',500000,209450,8,'1',618,1 Adequate
'300651520145',3,'4','5',2465647,209156,7,'1',567,1 Adequate
'605482990140',3,'3','2',350000,209000,7,'1',247.1666667,1 Adequate
'600707230103',5,'1','3',350000,209000,6,'1',436.1666667,1 Adequate
'699142908980',4,'3','2',333000,208931,9,'1',233,1 Adequate
'731670010141',5,'4','2',900000,208820,8,'1',392.75,1 Adequate
'199502130133',4,'2','3',312800,208789,9,'1',486.6666667,1 Adequate
'285997520147',4,'1','3',90000,208641,8,'1',322.4166667,1 Adequate
'500129530103',4,'4','2',1000000,208620,8,'1',218.6666667,1 Adequate
'201086130141',3,'3','2',450000,208600,7,'1',317.8333333,1 Adequate
'605963900146',4,'4','2',900000,208510,8,'1',544,1 Adequate
'487944480140',3,'3','2',385000,208500,8,'1',371.6666667,1 Adequate
'500269330103',5,'4','2',575000,208400,9,'1',596,1 Adequate
'288796140149',3,'1','2',475000,208360,7,'1',347,1 Adequate
'730935240141',2,'4','2',900000,208344,8,'1',473,1 Adequate
'366502230133',3,'2','2',250000,208266,8,'1',388,1 Adequate
'689177940142',2,'1','2',900000,208160,7,'1',372,1 Adequate
'200257130103',2,'3','1',630000,208000,5,'1',84,1 Adequate
'201502930133',5,'2','2',250000,208000,7,'1',422.6666667,1 Adequate
'401336530133',3,'2','2',315000,208000,5,'1',224.5,1 Adequate
'589650100142',2,'3','1',400000,208000,8,'1',251.5,1 Adequate
'682384940143',3,'1','2',390000,208000,8,'1',441.3333333,1 Adequate
'689455770148',3,'2','2',125000,207888,9,'1',310.6666667,1 Adequate
'289289370144',2,'4','1',1200000,207716,7,'1',288,1 Adequate
'289935720147',2,'4','1',350000,207440,4,'1',0,1 Adequate
'505150310142',4,'2','2',410000,207300,11,'1',351.5833333,1 Adequate
'289577310140',7,'2','1',95000,207000,8,'1',316,1 Adequate
'299424840343',3,'4','5',280000,207000,8,'1',143,1 Adequate
'497747730133',2,'1','2',400000,207000,7,'1',314,1 Adequate
'303433750146',7,'3','2',140000,207000,7,'1',299.6666667,1 Adequate
'730629770148',2,'1','2',690000,207000,9,'1',376,1 Adequate
'683583030133',2,'1','3',250000,206920,7,'1',293.3333333,1 Adequate
'300600750249',7,'1','2',526000,206800,7,'1',400.6666667,1 Adequate
'202944180140',5,'3','1',750000,206714,8,'1',232.6666667,1 Adequate
'200268190145',4,'3','2',120000,206558,7,'1',250.3333333,1 Adequate
'600763430103',2,'3','1',310000,206500,7,'1',449.5833333,1 Adequate
'200853510149',2,'4','1',350000,206400,6,'1',372.3333333,1 Adequate
'299607849083',3,'3','5',1000000,206400,10,'1',321,1 Adequate
'199966920443',2,'1','2',300000,206300,6,'1',456.9166667,1 Adequate
'732086780141',6,'3','2',270000,206300,7,'1',656,1 Adequate
'103583110149',4,'1','2',300000,206200,7,'1',265.3333333,1 Adequate
'730276210144',4,'2','2',190000,206080,8,'1',353,1 Adequate
'400669130103',2,'2','3',325000,206000,9,'1',218.1666667,1 Adequate
'589548170145',2,'4','1',350000,206000,5,'1',277.1666667,1 Adequate
'730880350140',3,'1','5',230000,205700,7,'1',154.6666667,1 Adequate
'197404230133',5,'1','2',450000,205682,9,'1',583.6666667,1 Adequate
'730276050148',5,'2','1',315000,205500,8,'1',336,1 Adequate
'200600760140',4,'1','3',310000,205400,7,'1',679.5,1 Adequate
'100792130103',2,'4','2',750000,205360,4,'1',171.3333333,1 Adequate
'574037110149',5,'4','2',350000,205300,7,'1',198.8333333,1 Adequate
'487489530133',5,'1','2',220000,205200,6,'1',397.3333333,1 Adequate
'599644900145',2,'2','4',175000,205200,7,'1',111.1666667,1 Adequate
'100416320144',2,'1','3',475000,205012,7,'1',252.3333333,1 Adequate
'200489930103',4,'1','2',300000,205000,8,'1',859.1666667,1 Adequate
'730377120145',4,'3','3',370000,205000,8,'1',190.25,1 Adequate
'301037630103',2,'4','2',85000,205000,5,'1',51,1 Adequate
'372238540140',2,'1','3',420000,205000,6,'1',202.75,1 Adequate
'389938630149',2,'1','2',350000,205000,6,'1',404,1 Adequate
'390336930133',4,'2','2',450000,205000,9,'1',536.3333333,1 Adequate
'499707030133',4,'1','3',250000,205000,7,'1',679.3333333,1 Adequate
'500560380148',2,'2','3',300000,205000,6,'1',421.8333333,1 Adequate
'504828330143',2,'2','3',550000,205000,8,'1',202,1 Adequate
'600788130103',4,'2','2',600000,205000,11,'1',781,1 Adequate
'399491970444',2,'3','1',150000,205000,7,'1',334,1 Adequate
'730653450147',3,'4','3',765000,205000,6,'1',486.3333333,1 Adequate
'733220140141',3,'3','2',425000,205000,9,'1',421,1 Adequate
'736150730142',2,'2','2',250000,205000,5,'1',200.1666667,1 Adequate
'289879660145',2,'1','2',277000,204800,8,'1',312.5833333,1 Adequate
'585242180142',3,'1','2',350000,204800,8,'1',545.1666667,1 Adequate
'188618500145',2,'3','2',95000,204737,7,'1',245.9166667,1 Adequate
'100705110347',3,'1','3',425000,204200,13,'1',172,1 Adequate
'101336930133',5,'2','1',340000,204000,11,'1',379,1 Adequate
'499882950348',5,'1','3',375000,204000,7,'1',292,1 Adequate
'648502330133',4,'2','2',100000,204000,7,'1',418.3333333,1 Adequate
'687818920145',3,'4','2',500000,204000,7,'1',407.5,1 Adequate
'499494848880',2,'3','3',375000,203499,9,'1',718.25,1 Adequate
'289889110145',2,'3','1',350000,203400,7,'1',587.9166667,1 Adequate
'730519280142',4,'4','1',250000,203375,7,'1',114.5833333,1 Adequate
'501693180145',5,'4','1',365000,203076,10,'1',378,1 Adequate
'730148360143',3,'3','2',275000,203040,8,'1',233,1 Adequate
'205733940146',3,'4','3',290000,203000,6,'1',246.9166667,1 Adequate
'300013130103',5,'2','1',700000,203000,14,'1',471,1 Adequate
'578384720146',4,'1','2',80000,203000,6,'1',237,1 Adequate
'730499040149',3,'3','1',30000,203000,10,'1',418.4166667,1 Adequate
'286206950140',5,'1','2',425000,202681,9,'1',500.1666667,1 Adequate
'106129340143',2,'4','2',350000,202500,5,'1',177.5,1 Adequate
'387206430133',5,'1','2',700000,202340,8,'1',307.6666667,1 Adequate
'188611920144',2,'4','2',600000,202200,6,'1',270.5833333,1 Adequate
'485281920148',3,'1','2',404000,202200,7,'1',309.3333333,1 Adequate
'731005640147',4,'3','2',750000,202200,7,'1',314.1666667,1 Adequate
'468502630133',2,'2','2',400000,202132,8,'1',398.3333333,1 Adequate
'199585838086',2,'1','5',325000,202000,8,'1',319,1 Adequate
'483336530133',3,'2','2',350000,202000,8,'1',351.3333333,1 Adequate
'699393990140',2,'3','5',150000,202000,8,'1',289.6666667,1 Adequate
'679493540141',4,'4','2',540000,202000,7,'1',436,1 Adequate
'737828470146',3,'2','3',290000,202000,10,'1',215.4166667,1 Adequate
'278500820245',3,'1','1',65000,201800,5,'1',246,1 Adequate
'389546550146',2,'1','2',500000,201510,6,'1',302,1 Adequate
'499532948481',4,'3','3',500000,201500,13,'1',421,1 Adequate
'388052370149',2,'1','2',130000,201260,7,'1',214,1 Adequate
'576963910140',5,'4','3',550000,201016,8,'1',273.6666667,1 Adequate
'205169180146',4,'4','1',700000,201000,9,'1',308.6666667,1 Adequate
'301410030103',4,'4','3',276000,201000,8,'1',273.6666667,1 Adequate
'730753050149',2,'3','2',165000,201000,6,'1',294.4166667,1 Adequate
'657583530133',5,'1','2',440000,201000,8,'1',477.6666667,1 Adequate
'731733030149',2,'4','3',275000,201000,7,'1',246.5,1 Adequate
'741357580144',2,'2','2',500000,201000,7,'1',251,1 Adequate
'499494848583',2,'3','3',350000,200800,7,'1',322.4166667,1 Adequate
'732903240148',6,'1','2',2465647,200800,8,'1',218.8333333,1 Adequate
'733622980149',6,'2','1',375000,200700,7,'1',701.3333333,1 Adequate
'499114730133',4,'1','3',350000,200600,7,'1',247.4166667,1 Adequate
'100778340140',4,'2','2',400000,200500,12,'1',392.4166667,1 Adequate
'102502330103',3,'2','2',210000,200500,5,'1',194.6666667,1 Adequate
'501502730133',4,'2','2',500000,200500,7,'1',321.3333333,1 Adequate
'600269130103',4,'4','2',600000,200500,7,'1',318.25,1 Adequate
'730474730142',6,'1','5',425000,200500,8,'1',446.3333333,1 Adequate
'188895130144',2,'2','2',287000,200403,7,'1',259.6666667,1 Adequate
'100824230103',2,'3','2',400000,200400,8,'1',206,1 Adequate
'285583630133',4,'1','2',350000,200250,7,'1',344.3333333,1 Adequate
'681895530147',4,'2','3',390000,200210,7,'1',319.3333333,1 Adequate
'731848380144',2,'2','2',999999,200080,9,'1',510.8333333,1 Adequate
'156711310147',4,'4','1',610000,200068,8,'1',247.1666667,1 Adequate
'104194770142',2,'4','3',666000,200000,9,'1',331.6666667,1 Adequate
'188791250146',4,'1','2',750000,200000,8,'1',748.5833333,1 Adequate
'733423690148',1,'3','1',330000,200000,5,'1',140,1 Adequate
'272778710145',2,'4','1',700000,200000,7,'1',238.6666667,1 Adequate
'282963700140',4,'4','2',330000,200000,5,'1',57,1 Adequate
'288174960147',2,'1','2',275000,200000,7,'1',314.5,1 Adequate
'600839630103',1,'3','1',265000,200000,9,'1',179,1 Adequate
'384502520149',4,'2','2',550000,200000,8,'1',273,1 Adequate
'386206330133',2,'1','2',550000,200000,8,'1',411.75,1 Adequate
'485806680145',2,'3','2',500000,200000,7,'1',207.3333333,1 Adequate
'399114830133',3,'1','3',210000,200000,6,'1',242.4166667,1 Adequate
'101177170147',1,'3','3',650000,200000,6,'1',227.3333333,1 Adequate
'400344170146',2,'1','2',1200000,200000,11,'1',898.8333333,1 Adequate
'400493760141',2,'4','3',800000,200000,10,'1',534.5833333,1 Adequate
'400710130133',4,'1','2',159000,200000,7,'1',430,1 Adequate
'471037980149',2,'4','2',1300000,200000,6,'1',49,1 Adequate
'486845560145',2,'1','3',200000,200000,7,'1',272.4166667,1 Adequate
'488873150145',4,'2','1',380000,200000,7,'1',324.1666667,1 Adequate
'499600800243',2,'1','3',700000,200000,4,'1',96.83333333,1 Adequate
'500788230203',2,'2','2',350000,200000,6,'1',200,1 Adequate
'600643780147',3,'1','2',800000,200000,7,'1',309.3333333,1 Adequate
'600733730103',2,'4','3',300000,200000,11,'1',109.25,1 Adequate
'601125980548',3,'2','3',500000,200000,8,'1',433.0833333,1 Adequate
'733944580149',3,'3','2',310000,200000,7,'1',303.6666667,1 Adequate
'664583730133',2,'1','2',325000,200000,6,'1',410,1 Adequate
'100992170144',2,'3','4',300000,200000,7,'1',315.8333333,1 Adequate
'689067520141',4,'2','2',450000,200000,12,'1',251,1 Adequate
'738029300146',4,'3','2',400000,200000,9,'1',324.8333333,1 Adequate
'689880140141',4,'1','2',400000,200000,6,'1',203,1 Adequate
'693796230133',6,'1','2',550000,200000,9,'1',700.4166667,1 Adequate
'401319530103',5,'3','2',150000,200000,8,'1',346,1 Adequate
'699791880449',4,'1','2',800000,200000,8,'1',410.3333333,1 Adequate
'730455720142',5,'2','2',400000,200000,12,'1',684,1 Adequate
'734086160144',2,'3','3',650000,200000,9,'1',402.3333333,1 Adequate
'730988980143',2,'2','2',350000,200000,9,'1',352.0833333,1 Adequate
'730028060240',3,'3','2',200000,200000,7,'1',410.6666667,1 Adequate
'731486140141',4,'1','2',500000,200000,7,'1',177.3333333,1 Adequate
'731747140143',4,'1','2',900000,200000,8,'1',341,1 Adequate
'731845150148',2,'1','3',850000,200000,8,'1',453.25,1 Adequate
'499782880346',2,'3','5',500000,200000,8,'1',463.5833333,1 Adequate
'732410530149',6,'4','2',250000,200000,8,'1',649.6666667,1 Adequate
'735357150144',2,'2','2',55000,200000,7,'1',334,1 Adequate
'735589100141',2,'2','2',550000,200000,9,'1',246.3333333,1 Adequate
'738733480149',2,'4','2',550000,200000,7,'1',292.3333333,1 Adequate
'699544600445',3,'3','5',90000,199999,6,'1',221.25,1 Adequate
'487622470149',4,'2','2',279000,199999,9,'1',244.1666667,1 Adequate
'101336920146',4,'2','2',850000,199525,9,'1',438.6666667,1 Adequate
'482269780143',7,'4','1',275000,199400,6,'1',266.8333333,1 Adequate
'499512880147',2,'4','3',370000,199400,7,'1',215,1 Adequate
'735029900146',2,'3','2',948000,199350,15,'1',702,1 Adequate
'736944630149',5,'3','3',330000,199100,9,'1',263.4166667,1 Adequate
'199825940244',4,'1','3',160000,199000,6,'1',464.25,1 Adequate
'733423510148',5,'3','1',500000,199000,9,'1',220,1 Adequate
'400510130103',6,'1','2',600000,199000,6,'1',366.6666667,1 Adequate
'741846340145',3,'3','2',218000,199000,8,'1',420,1 Adequate
'600327790144',2,'1','2',200000,198850,6,'1',253.8333333,1 Adequate
'186796930146',2,'1','2',380000,198650,6,'1',364.1666667,1 Adequate
'193796730133',2,'1','2',1000000,198600,8,'1',462.9166667,1 Adequate
'300872130103',2,'2','2',230000,198400,6,'1',216.25,1 Adequate
'591206430133',2,'1','2',360000,198400,6,'1',242,1 Adequate
'732013270146',4,'2','1',300000,198300,9,'1',251,1 Adequate
'299502030133',3,'2','2',250000,198200,8,'1',302.8333333,1 Adequate
'189032520144',4,'2','1',185000,198065,8,'1',212.1666667,1 Adequate
'300908130203',1,'3','5',140000,198000,6,'1',117,1 Adequate
'399141458088',4,'1','3',300000,198000,6,2,420.3333333,2 Moderately Inadequ
'407129170140',2,'4','2',650000,198000,8,'1',368.3333333,1 Adequate
'689230950145',2,'3','2',600000,198000,8,'1',241.75,1 Adequate
'599069708189',2,'2','5',300000,198000,8,'1',684,1 Adequate
'688194940145',4,'4','2',520000,198000,7,'1',538.5833333,1 Adequate
'201029030103',4,'3','2',380000,197800,9,'1',375.0833333,1 Adequate
'734150610148',3,'2','1',230000,197500,7,'1',341.3333333,1 Adequate
'734382300142',2,'4','2',280000,197487,7,'1',282.1666667,1 Adequate
'600494630103',5,'3','1',270000,197414,8,'1',189,1 Adequate
'100206630133',4,'1','1',500000,197000,8,'1',674,1 Adequate
'199458940145',2,'1','2',270000,197000,8,'1',477.6666667,1 Adequate
'389897970147',3,'1','2',465000,197000,7,'1',183,1 Adequate
'479903190142',4,'1','2',600000,197000,11,'1',467.3333333,1 Adequate
'283593340142',4,'3','3',500000,197000,10,'1',351,1 Adequate
'689449230145',2,'2','1',250000,196800,7,'1',393,1 Adequate
'584583030133',2,'1','2',300000,196400,7,'1',375.3333333,1 Adequate
'733502750140',4,'2','2',450000,196400,9,'1',625,1 Adequate
'102749780149',3,'2','2',447500,196200,9,'1',330,1 Adequate
'733926660141',2,'3','2',175000,196200,6,'1',357.3333333,1 Adequate
'187357370141',5,'2','2',500000,196000,8,'1',221,1 Adequate
'189212970144',2,'1','1',350000,196000,9,'1',342.3333333,1 Adequate
'199838768886',4,'3','5',75000,196000,5,'1',268.4166667,1 Adequate
'730021010144',2,'3','1',420000,196000,7,'1',330.6666667,1 Adequate
'399659935488',4,'3','3',310000,196000,9,'1',343.6666667,1 Adequate
'555502730133',2,'2','2',185000,195930,7,'1',220.0833333,1 Adequate
'488045700142',4,'4','2',400000,195800,8,'1',236.6666667,1 Adequate
'731757690142',4,'3','2',270000,195544,8,'1',269.6666667,1 Adequate
'477589380141',2,'2','2',275000,195500,10,'1',224.6666667,1 Adequate
'733168710140',4,'3','2',399000,195500,9,'1',387,1 Adequate
'730794010147',2,'1','2',450000,195400,7,'1',354.3333333,1 Adequate
'589805310143',2,'4','1',195000,195200,12,'1',351.3333333,1 Adequate
'699451950343',3,'1','3',450000,195100,7,'1',461,1 Adequate
'730092170143',4,'1','2',320000,195100,8,'1',276,1 Adequate
'179037320143',2,'4','2',500000,195000,8,'1',280.3333333,1 Adequate
'208261360143',2,'4','2',600000,195000,10,'1',345.8333333,1 Adequate
'290206530133',2,'1','1',430000,195000,6,'1',533.3333333,1 Adequate
'301037730103',6,'4','2',530000,195000,9,'1',239,1 Adequate
'388033750143',2,'1','1',240000,195000,9,'1',380.1666667,1 Adequate
'463502720149',3,'2','3',125000,195000,8,'1',247,1 Adequate
'589339320147',8,'1','2',120000,195000,11,'1',779,1 Adequate
'680583230133',2,'1','3',700000,195000,7,'1',308,1 Adequate
'699653838382',2,'1','3',2465647,195000,8,'1',435.3333333,1 Adequate
'735944940143',5,'3','2',430000,195000,8,'1',373.3333333,1 Adequate
'730871840146',2,'4','2',200000,195000,6,'1',236.3333333,1 Adequate
'201028180246',2,'3','2',300000,195000,9,'1',490.0833333,1 Adequate
'732889970145',3,'3','1',220000,195000,9,'1',492,1 Adequate
'730375020147',4,'3','3',1200000,195000,6,'1',837,1 Adequate
'593206430133',5,'1','2',300000,194800,7,'1',554.6666667,1 Adequate
'600027710141',4,'3','2',289000,194800,8,'1',337,1 Adequate
'199536990246',3,'1','2',480000,194634,9,'1',470.5,1 Adequate
'375502830133',4,'2','2',300000,194510,9,'3',311.8333333,3 Severely Indadequa
'300433330103',3,'3','2',350000,194500,9,'1',393.6666667,1 Adequate
'444357170144',4,'2','2',185000,194450,6,'1',290.1666667,1 Adequate
'699499738089',4,'3','3',175000,194400,7,'1',194,1 Adequate
'478941120146',2,'4','1',2465647,194400,7,'1',202.75,1 Adequate
'410410360140',3,'4','2',250000,194372,5,'1',296.5,1 Adequate
'200939390145',2,'2','3',190000,194104,7,'1',381,1 Adequate
'300982300142',2,'1','4',190000,194000,6,'1',346.1666667,1 Adequate
'460583730133',3,'1','2',400000,194000,7,'1',248.3333333,1 Adequate
'596404530133',5,'1','3',650000,194000,6,'1',216,1 Adequate
'605383510147',2,'4','2',410000,194000,6,'1',239,1 Adequate
'688206230133',2,'1','2',600000,194000,8,'1',342.3333333,1 Adequate
'382944970146',1,'3','2',350000,194000,6,'1',351,1 Adequate
